taxon_id,scientific_name,common_name_original,taxonomy_class,generic_label,detector_name_specific,detector_name_broad,grounding_dino_prompt_primary,grounding_dino_prompt_recommended,grounding_dino_prompt_fallback,grounding_dino_prompt_generic,qwen_label_recommended,prompt_strategy,aliases
22454,Eleutherodactylus coqui,Common Coqui,Amphibia,amphibian,common coqui,coqui,common coqui. amphibian.,coqui. amphibian.,coqui. amphibian.,amphibian.,coqui,broad_head,common coqui|coqui|amphibian
24322,Scinax ruber,Red Snouted Tree Frog,Amphibia,amphibian,red snouted tree frog,tree frog,red snouted tree frog. amphibian.,tree frog. amphibian.,tree frog. amphibian.,amphibian.,tree frog,broad_head,red snouted tree frog|tree frog|amphibian
26258,Hoplobatrachus tigerinus,Indus Valley Bullfrog,Amphibia,amphibian,indus valley bullfrog,bullfrog,indus valley bullfrog. amphibian.,bullfrog. amphibian.,bullfrog. amphibian.,amphibian.,bullfrog,broad_head,indus valley bullfrog|bullfrog|amphibian
1423577,Hoplobatrachus chinensis,East Asian Bullfrog,Amphibia,amphibian,east asian bullfrog,bullfrog,east asian bullfrog. amphibian.,bullfrog. amphibian.,bullfrog. amphibian.,amphibian.,bullfrog,broad_head,east asian bullfrog|bullfrog|amphibian
24267,Pseudacris triseriata,Western Chorus Frog,Amphibia,amphibian,western chorus frog,chorus frog,western chorus frog. amphibian.,chorus frog. amphibian.,chorus frog. amphibian.,amphibian.,chorus frog,broad_head,western chorus frog|chorus frog|amphibian
6930,Anas platyrhynchos,Mallard,Aves,bird,mallard,mallard,mallard. bird.,mallard. bird.,mallard. bird.,bird.,mallard,specific,mallard|bird
13858,Passer domesticus,House Sparrow,Aves,bird,house sparrow,sparrow,house sparrow. bird.,sparrow. bird.,sparrow. bird.,bird.,sparrow,broad_head,house sparrow|sparrow|bird
4956,Ardea herodias,Great Blue Heron,Aves,bird,great blue heron,heron,great blue heron. bird.,heron. bird.,heron. bird.,bird.,heron,broad_head,great blue heron|heron|bird
7089,Branta canadensis,Canada Goose,Aves,bird,canada goose,goose,canada goose. bird.,goose. bird.,goose. bird.,bird.,goose,broad_head,canada goose|goose|bird
12727,Turdus migratorius,American Robin,Aves,bird,american robin,robin,american robin. bird.,robin. bird.,robin. bird.,bird.,robin,broad_head,american robin|robin|bird
3017,Columba livia,Rock Pigeon,Aves,bird,rock pigeon,pigeon,rock pigeon. bird.,pigeon. bird.,pigeon. bird.,bird.,pigeon,broad_head,rock pigeon|pigeon|bird
144455,Ardea alba,Great Egret,Aves,bird,great egret,egret,great egret. bird.,egret. bird.,egret. bird.,bird.,egret,broad_head,great egret|egret|bird
9083,Cardinalis cardinalis,Northern Cardinal,Aves,bird,northern cardinal,cardinal,northern cardinal. bird.,cardinal. bird.,cardinal. bird.,bird.,cardinal,broad_head,northern cardinal|cardinal|bird
14850,Sturnus vulgaris,European Starling,Aves,bird,european starling,starling,european starling. bird.,starling. bird.,starling. bird.,bird.,starling,broad_head,european starling|starling|bird
3454,Zenaida macroura,Mourning Dove,Aves,bird,mourning dove,dove,mourning dove. bird.,dove. bird.,dove. bird.,bird.,dove,broad_head,mourning dove|dove|bird
9744,Agelaius phoeniceus,Red-winged Blackbird,Aves,bird,red winged blackbird,blackbird,red winged blackbird. bird.,blackbird. bird.,blackbird. bird.,bird.,blackbird,broad_head,red winged blackbird|blackbird|bird
4756,Cathartes aura,Turkey Vulture,Aves,bird,turkey vulture,vulture,turkey vulture. bird.,vulture. bird.,vulture. bird.,bird.,vulture,broad_head,turkey vulture|vulture|bird
10094,Junco hyemalis,Dark-eyed Junco,Aves,bird,dark eyed junco,junco,dark eyed junco. bird.,junco. bird.,junco. bird.,bird.,junco,broad_head,dark eyed junco|junco|bird
145245,Setophaga coronata,Yellow-rumped Warbler,Aves,bird,yellow rumped warbler,warbler,yellow rumped warbler. bird.,warbler. bird.,warbler. bird.,bird.,warbler,broad_head,yellow rumped warbler|warbler|bird
4954,Ardea cinerea,Grey Heron,Aves,bird,grey heron,heron,grey heron. bird.,heron. bird.,heron. bird.,bird.,heron,broad_head,grey heron|heron|bird
14886,Mimus polyglottos,Northern Mockingbird,Aves,bird,northern mockingbird,mockingbird,northern mockingbird. bird.,mockingbird. bird.,mockingbird. bird.,bird.,mockingbird,broad_head,northern mockingbird|mockingbird|bird
5305,Haliaeetus leucocephalus,Bald Eagle,Aves,bird,bald eagle,eagle,bald eagle. bird.,eagle. bird.,eagle. bird.,bird.,eagle,broad_head,bald eagle|eagle|bird
116999,Pandion haliaetus,Osprey,Aves,bird,osprey,osprey,osprey. bird.,osprey. bird.,osprey. bird.,bird.,osprey,specific,osprey|bird
1454382,Nannopterum auritum,Double-crested Cormorant,Aves,bird,double crested cormorant,cormorant,double crested cormorant. bird.,cormorant. bird.,cormorant. bird.,bird.,cormorant,broad_head,double crested cormorant|cormorant|bird
792988,Dryobates pubescens,Downy Woodpecker,Aves,bird,downy woodpecker,woodpecker,downy woodpecker. bird.,woodpecker. bird.,woodpecker. bird.,bird.,woodpecker,broad_head,downy woodpecker|woodpecker|bird
11901,Hirundo rustica,Barn Swallow,Aves,bird,barn swallow,swallow,barn swallow. bird.,swallow. bird.,swallow. bird.,bird.,swallow,broad_head,barn swallow|swallow|bird
906,Meleagris gallopavo,Wild Turkey,Aves,bird,wild turkey,turkey,wild turkey. bird.,turkey. bird.,turkey. bird.,bird.,turkey,broad_head,wild turkey|turkey|bird
13695,Motacilla alba,White Wagtail,Aves,bird,white wagtail,wagtail,white wagtail. bird.,wagtail. bird.,wagtail. bird.,bird.,wagtail,broad_head,white wagtail|wagtail|bird
145310,Spinus tristis,American Goldfinch,Aves,bird,american goldfinch,goldfinch,american goldfinch. bird.,goldfinch. bird.,goldfinch. bird.,bird.,goldfinch,broad_head,american goldfinch|goldfinch|bird
6921,Cygnus olor,Mute Swan,Aves,bird,mute swan,swan,mute swan. bird.,swan. bird.,swan. bird.,bird.,swan,broad_head,mute swan|swan|bird
8229,Cyanocitta cristata,Blue Jay,Aves,bird,blue jay,jay,blue jay. bird.,jay. bird.,jay. bird.,bird.,jay,broad_head,blue jay|jay|bird
482,Fulica atra,Eurasian Coot,Aves,bird,eurasian coot,coot,eurasian coot. bird.,coot. bird.,coot. bird.,bird.,coot,broad_head,eurasian coot|coot|bird
473,Fulica americana,American Coot,Aves,bird,american coot,coot,american coot. bird.,coot. bird.,coot. bird.,bird.,coot,broad_head,american coot|coot|bird
8021,Corvus brachyrhynchos,American Crow,Aves,bird,american crow,crow,american crow. bird.,crow. bird.,crow. bird.,bird.,crow,broad_head,american crow|crow|bird
891696,Pica pica,Eurasian Magpie,Aves,bird,eurasian magpie,magpie,eurasian magpie. bird.,magpie. bird.,magpie. bird.,bird.,magpie,broad_head,eurasian magpie|magpie|bird
9176,Zonotrichia leucophrys,White-crowned Sparrow,Aves,bird,white crowned sparrow,sparrow,white crowned sparrow. bird.,sparrow. bird.,sparrow. bird.,bird.,sparrow,broad_head,white crowned sparrow|sparrow|bird
8010,Corvus corax,Common Raven,Aves,bird,common raven,raven,common raven. bird.,raven. bird.,raven. bird.,bird.,raven,broad_head,common raven|raven|bird
2969,Streptopelia decaocto,Eurasian Collared-Dove,Aves,bird,eurasian collared dove,dove,eurasian collared dove. bird.,dove. bird.,dove. bird.,bird.,dove,broad_head,eurasian collared dove|dove|bird
4765,Coragyps atratus,Black Vulture,Aves,bird,black vulture,vulture,black vulture. bird.,vulture. bird.,vulture. bird.,bird.,vulture,broad_head,black vulture|vulture|bird
4665,Falco sparverius,American Kestrel,Aves,bird,american kestrel,kestrel,american kestrel. bird.,kestrel. bird.,kestrel. bird.,bird.,kestrel,broad_head,american kestrel|kestrel|bird
4943,Egretta garzetta,Little Egret,Aves,bird,little egret,egret,little egret. bird.,egret. bird.,egret. bird.,bird.,egret,broad_head,little egret|egret|bird
9184,Zonotrichia albicollis,White-throated Sparrow,Aves,bird,white throated sparrow,sparrow,white throated sparrow. bird.,sparrow. bird.,sparrow. bird.,bird.,sparrow,broad_head,white throated sparrow|sparrow|bird
7107,Aix sponsa,Wood Duck,Aves,bird,wood duck,duck,wood duck. bird.,duck. bird.,duck. bird.,bird.,duck,broad_head,wood duck|duck|bird
6993,Bucephala albeola,Bufflehead,Aves,bird,bufflehead,bufflehead,bufflehead. bird.,bufflehead. bird.,bufflehead. bird.,bird.,bufflehead,specific,bufflehead|bird
3751,Eudocimus albus,White Ibis,Aves,bird,white ibis,ibis,white ibis. bird.,ibis. bird.,ibis. bird.,bird.,ibis,broad_head,white ibis|ibis|bird
12707,Turdus pilaris,Fieldfare,Aves,bird,fieldfare,fieldfare,fieldfare. bird.,fieldfare. bird.,fieldfare. bird.,bird.,fieldfare,specific,fieldfare|bird
20044,Bubo virginianus,Great Horned Owl,Aves,bird,great horned owl,owl,great horned owl. bird.,owl. bird.,owl. bird.,bird.,owl,broad_head,great horned owl|owl|bird
144479,Gallinula galeata,Common Gallinule,Aves,bird,common gallinule,gallinule,common gallinule. bird.,gallinule. bird.,gallinule. bird.,bird.,gallinule,broad_head,common gallinule|gallinule|bird
204496,Corvus corone,Carrion Crow,Aves,bird,carrion crow,crow,carrion crow. bird.,crow. bird.,crow. bird.,bird.,crow,broad_head,carrion crow|crow|bird
506118,Aphelocoma californica,California Scrub-Jay,Aves,bird,california scrub jay,jay,california scrub jay. bird.,jay. bird.,jay. bird.,bird.,jay,broad_head,california scrub jay|jay|bird
9420,Pipilo maculatus,Spotted Towhee,Aves,bird,spotted towhee,towhee,spotted towhee. bird.,towhee. bird.,towhee. bird.,bird.,towhee,broad_head,spotted towhee|towhee|bird
9721,Geothlypis trichas,Common Yellowthroat,Aves,bird,common yellowthroat,yellowthroat,common yellowthroat. bird.,yellowthroat. bird.,yellowthroat. bird.,bird.,yellowthroat,broad_head,common yellowthroat|yellowthroat|bird
1188207,Setophaga aestiva,Northern Yellow Warbler,Aves,bird,northern yellow warbler,warbler,northern yellow warbler. bird.,warbler. bird.,warbler. bird.,bird.,warbler,broad_head,northern yellow warbler|warbler|bird
7278,Aegithalos caudatus,Long-tailed Tit,Aves,bird,long tailed tit,tit,long tailed tit. bird.,tit. bird.,tit. bird.,bird.,tit,broad_head,long tailed tit|tit|bird
19893,Strix varia,Barred Owl,Aves,bird,barred owl,owl,barred owl. bird.,owl. bird.,owl. bird.,bird.,owl,broad_head,barred owl|owl|bird
3864,Calidris minutilla,Least Sandpiper,Aves,bird,least sandpiper,sandpiper,least sandpiper. bird.,sandpiper. bird.,sandpiper. bird.,bird.,sandpiper,broad_head,least sandpiper|sandpiper|bird
145242,Setophaga palmarum,Palm Warbler,Aves,bird,palm warbler,warbler,palm warbler. bird.,warbler. bird.,warbler. bird.,bird.,warbler,broad_head,palm warbler|warbler|bird
6996,Mergus serrator,Red-breasted Merganser,Aves,bird,red breasted merganser,merganser,red breasted merganser. bird.,merganser. bird.,merganser. bird.,bird.,merganser,broad_head,red breasted merganser|merganser|bird
12748,Turdus philomelos,Song Thrush,Aves,bird,song thrush,thrush,song thrush. bird.,thrush. bird.,thrush. bird.,bird.,thrush,broad_head,song thrush|thrush|bird
4450,Sterna hirundo,Common Tern,Aves,bird,common tern,tern,common tern. bird.,tern. bird.,tern. bird.,bird.,tern,broad_head,common tern|tern|bird
3857,Calidris alpina,Dunlin,Aves,bird,dunlin,dunlin,dunlin. bird.,dunlin. bird.,dunlin. bird.,bird.,dunlin,specific,dunlin|bird
9195,Emberiza citrinella,Yellowhammer,Aves,bird,yellowhammer,yellowhammer,yellowhammer. bird.,yellowhammer. bird.,yellowhammer. bird.,bird.,yellowhammer,specific,yellowhammer|bird
7054,Aythya affinis,Lesser Scaup,Aves,bird,lesser scaup,scaup,lesser scaup. bird.,scaup. bird.,scaup. bird.,bird.,scaup,broad_head,lesser scaup|scaup|bird
10271,Pheucticus ludovicianus,Rose-breasted Grosbeak,Aves,bird,rose breasted grosbeak,grosbeak,rose breasted grosbeak. bird.,grosbeak. bird.,grosbeak. bird.,bird.,grosbeak,broad_head,rose breasted grosbeak|grosbeak|bird
14823,Sitta canadensis,Red-breasted Nuthatch,Aves,bird,red breasted nuthatch,nuthatch,red breasted nuthatch. bird.,nuthatch. bird.,nuthatch. bird.,bird.,nuthatch,broad_head,red breasted nuthatch|nuthatch|bird
19349,Myiopsitta monachus,Monk Parakeet,Aves,bird,monk parakeet,parakeet,monk parakeet. bird.,parakeet. bird.,parakeet. bird.,bird.,parakeet,broad_head,monk parakeet|parakeet|bird
882,Gallus gallus,Red Junglefowl,Aves,bird,red junglefowl,owl,red junglefowl. bird.,owl. bird.,owl. bird.,bird.,owl,broad_head,red junglefowl|owl|bird
1204,Pavo cristatus,Indian Peafowl,Aves,bird,indian peafowl,owl,indian peafowl. bird.,owl. bird.,owl. bird.,bird.,owl,broad_head,indian peafowl|owl|bird
204520,Hemiphaga novaeseelandiae,New Zealand Pigeon,Aves,bird,new zealand pigeon,pigeon,new zealand pigeon. bird.,pigeon. bird.,pigeon. bird.,bird.,pigeon,broad_head,new zealand pigeon|pigeon|bird
42223,Odocoileus virginianus,White-tailed Deer,Mammalia,mammal,white tailed deer,deer,white tailed deer. mammal.,deer. mammal.,deer. mammal.,mammal.,deer,broad_head,white tailed deer|deer|mammal
46017,Sciurus carolinensis,Eastern Gray Squirrel,Mammalia,mammal,eastern gray squirrel,squirrel,eastern gray squirrel. mammal.,squirrel. mammal.,squirrel. mammal.,mammal.,squirrel,broad_head,eastern gray squirrel|squirrel|mammal
41663,Procyon lotor,Common Raccoon,Mammalia,mammal,common raccoon,raccoon,common raccoon. mammal.,raccoon. mammal.,raccoon. mammal.,mammal.,raccoon,broad_head,common raccoon|raccoon|mammal
43111,Sylvilagus floridanus,Eastern Cottontail,Mammalia,mammal,eastern cottontail,cottontail,eastern cottontail. mammal.,cottontail. mammal.,cottontail. mammal.,mammal.,cottontail,broad_head,eastern cottontail|cottontail|mammal
46020,Sciurus niger,Eastern Fox Squirrel,Mammalia,mammal,eastern fox squirrel,squirrel,eastern fox squirrel. mammal.,squirrel. mammal.,squirrel. mammal.,mammal.,squirrel,broad_head,eastern fox squirrel|squirrel|mammal
42069,Vulpes vulpes,Red Fox,Mammalia,mammal,red fox,fox,red fox. mammal.,fox. mammal.,fox. mammal.,mammal.,fox,broad_head,red fox|fox|mammal
42051,Canis latrans,Coyote,Mammalia,mammal,coyote,coyote,coyote. mammal.,coyote. mammal.,coyote. mammal.,mammal.,coyote,specific,coyote|mammal
46217,Tamias striatus,Eastern Chipmunk,Mammalia,mammal,eastern chipmunk,chipmunk,eastern chipmunk. mammal.,chipmunk. mammal.,chipmunk. mammal.,mammal.,chipmunk,broad_head,eastern chipmunk|chipmunk|mammal
43794,Castor canadensis,American Beaver,Mammalia,mammal,american beaver,beaver,american beaver. mammal.,beaver. mammal.,beaver. mammal.,mammal.,beaver,broad_head,american beaver|beaver|mammal
42652,Didelphis virginiana,Virginia Opossum,Mammalia,mammal,virginia opossum,opossum,virginia opossum. mammal.,opossum. mammal.,opossum. mammal.,mammal.,opossum,broad_head,virginia opossum|opossum|mammal
42184,Capreolus capreolus,Western Roe Deer,Mammalia,mammal,western roe deer,deer,western roe deer. mammal.,deer. mammal.,deer. mammal.,mammal.,deer,broad_head,western roe deer|deer|mammal
45763,Ondatra zibethicus,Muskrat,Mammalia,mammal,muskrat,muskrat,muskrat. mammal.,muskrat. mammal.,muskrat. mammal.,mammal.,muskrat,specific,muskrat|mammal
43115,Sylvilagus audubonii,Desert Cottontail,Mammalia,mammal,desert cottontail,cottontail,desert cottontail. mammal.,cottontail. mammal.,cottontail. mammal.,mammal.,cottontail,broad_head,desert cottontail|cottontail|mammal
43151,Oryctolagus cuniculus,European Rabbit,Mammalia,mammal,european rabbit,rabbit,european rabbit. mammal.,rabbit. mammal.,rabbit. mammal.,mammal.,rabbit,broad_head,european rabbit|rabbit|mammal
41976,Lynx rufus,Bobcat,Mammalia,mammal,bobcat,bobcat,bobcat. mammal.,bobcat. mammal.,bobcat. mammal.,mammal.,bobcat,specific,bobcat|mammal
41740,Zalophus californianus,California Sea Lion,Mammalia,mammal,california sea lion,sea lion,california sea lion. mammal.,sea lion. mammal.,sea lion. mammal.,mammal.,sea lion,broad_head,california sea lion|sea lion|mammal
43997,Myocastor coypus,Coypu,Mammalia,mammal,coypu,coypu,coypu. mammal.,coypu. mammal.,coypu. mammal.,mammal.,coypu,specific,coypu|mammal
43128,Lepus europaeus,Brown Hare,Mammalia,mammal,brown hare,hare,brown hare. mammal.,hare. mammal.,hare. mammal.,mammal.,hare,broad_head,brown hare|hare|mammal
42888,Macropus giganteus,Eastern Grey Kangaroo,Mammalia,mammal,eastern grey kangaroo,kangaroo,eastern grey kangaroo. mammal.,kangaroo. mammal.,kangaroo. mammal.,mammal.,kangaroo,broad_head,eastern grey kangaroo|kangaroo|mammal
42391,Ovis canadensis,Bighorn Sheep,Mammalia,mammal,bighorn sheep,sheep,bighorn sheep. mammal.,sheep. mammal.,sheep. mammal.,mammal.,sheep,broad_head,bighorn sheep|sheep|mammal
44026,Erethizon dorsatum,North American Porcupine,Mammalia,mammal,north american porcupine,porcupine,north american porcupine. mammal.,porcupine. mammal.,porcupine. mammal.,mammal.,porcupine,broad_head,north american porcupine|porcupine|mammal
43694,Loxodonta africana,African Savanna Elephant,Mammalia,mammal,african savanna elephant,elephant,african savanna elephant. mammal.,elephant. mammal.,elephant. mammal.,mammal.,elephant,broad_head,african savanna elephant|elephant|mammal
41673,Nasua narica,White-nosed Coati,Mammalia,mammal,white nosed coati,coati,white nosed coati. mammal.,coati. mammal.,coati. mammal.,mammal.,coati,broad_head,white nosed coati|coati|mammal
47144,Canis familiaris,Domestic Dog,Mammalia,mammal,domestic dog,dog,domestic dog. mammal.,dog. mammal.,dog. mammal.,mammal.,dog,broad_head,domestic dog|dog|mammal
44576,Rattus norvegicus,Brown Rat,Mammalia,mammal,brown rat,rat,brown rat. mammal.,rat. mammal.,rat. mammal.,mammal.,rat,broad_head,brown rat|rat|mammal
43239,Tachyglossus aculeatus,Short-beaked Echidna,Mammalia,mammal,short beaked echidna,echidna,short beaked echidna. mammal.,echidna. mammal.,echidna. mammal.,mammal.,echidna,broad_head,short beaked echidna|echidna|mammal
42429,Antilocapra americana,Pronghorn,Mammalia,mammal,pronghorn,pronghorn,pronghorn. mammal.,pronghorn. mammal.,pronghorn. mammal.,mammal.,pronghorn,specific,pronghorn|mammal
180010,Callospermophilus lateralis,Common Golden-mantled Ground Squirrel,Mammalia,mammal,common golden mantled ground squirrel,ground squirrel,common golden mantled ground squirrel. mammal.,ground squirrel. mammal.,ground squirrel. mammal.,mammal.,ground squirrel,broad_head,common golden mantled ground squirrel|ground squirrel|mammal
43130,Lepus californicus,Black-tailed Jackrabbit,Mammalia,mammal,black tailed jackrabbit,rabbit,black tailed jackrabbit. mammal.,rabbit. mammal.,rabbit. mammal.,mammal.,rabbit,broad_head,black tailed jackrabbit|rabbit|mammal
1264432,Neogale vison,American Mink,Mammalia,mammal,american mink,mink,american mink. mammal.,mink. mammal.,mink. mammal.,mammal.,mink,broad_head,american mink|mink|mammal
43459,Macaca fascicularis,Long-tailed Macaque,Mammalia,mammal,long tailed macaque,macaque,long tailed macaque. mammal.,macaque. mammal.,macaque. mammal.,mammal.,macaque,broad_head,long tailed macaque|macaque|mammal
42149,Hippopotamus amphibius,Common Hippopotamus,Mammalia,mammal,common hippopotamus,hippopotamus,common hippopotamus. mammal.,hippopotamus. mammal.,hippopotamus. mammal.,mammal.,hippopotamus,broad_head,common hippopotamus|hippopotamus|mammal
43436,Alouatta palliata,Mantled Howler Monkey,Mammalia,mammal,mantled howler monkey,monkey,mantled howler monkey. mammal.,monkey. mammal.,monkey. mammal.,mammal.,monkey,broad_head,mantled howler monkey|monkey|mammal
74442,Hydrochoerus hydrochaeris,Capybara,Mammalia,mammal,capybara,capybara,capybara. mammal.,capybara. mammal.,capybara. mammal.,mammal.,capybara,specific,capybara|mammal
1510571,Giraffa giraffa,Southern Giraffe,Mammalia,mammal,southern giraffe,giraffe,southern giraffe. mammal.,giraffe. mammal.,giraffe. mammal.,mammal.,giraffe,broad_head,southern giraffe|giraffe|mammal
47067,Bradypus variegatus,Brown-throated Three-toed Sloth,Mammalia,mammal,brown throated three toed sloth,sloth,brown throated three toed sloth. mammal.,sloth. mammal.,sloth. mammal.,mammal.,sloth,broad_head,brown throated three toed sloth|sloth|mammal
42280,Connochaetes taurinus,Common Wildebeest,Mammalia,mammal,common wildebeest,wildebeest,common wildebeest. mammal.,wildebeest. mammal.,wildebeest. mammal.,mammal.,wildebeest,broad_head,common wildebeest|wildebeest|mammal
41728,Mirounga angustirostris,Northern Elephant Seal,Mammalia,mammal,northern elephant seal,seal,northern elephant seal. mammal.,seal. mammal.,seal. mammal.,mammal.,seal,broad_head,northern elephant seal|seal|mammal
42881,Macropus fuliginosus,Western Grey Kangaroo,Mammalia,mammal,western grey kangaroo,kangaroo,western grey kangaroo. mammal.,kangaroo. mammal.,kangaroo. mammal.,mammal.,kangaroo,broad_head,western grey kangaroo|kangaroo|mammal
46082,Marmota marmota,Alpine Marmot,Mammalia,mammal,alpine marmot,marmot,alpine marmot. mammal.,marmot. mammal.,marmot. mammal.,mammal.,marmot,broad_head,alpine marmot|marmot|mammal
1369296,Cebus imitator,Central American White-faced Capuchin,Mammalia,mammal,central american white faced capuchin,capuchin,central american white faced capuchin. mammal.,capuchin. mammal.,capuchin. mammal.,mammal.,capuchin,broad_head,central american white faced capuchin|capuchin|mammal
42048,Canis lupus,Gray Wolf,Mammalia,mammal,gray wolf,wolf,gray wolf. mammal.,wolf. mammal.,wolf. mammal.,mammal.,wolf,broad_head,gray wolf|wolf|mammal
42339,Tragelaphus strepsiceros,Greater Kudu,Mammalia,mammal,greater kudu,kudu,greater kudu. mammal.,kudu. mammal.,kudu. mammal.,mammal.,kudu,broad_head,greater kudu|kudu|mammal
42328,Kobus ellipsiprymnus,Waterbuck,Mammalia,mammal,waterbuck,waterbuck,waterbuck. mammal.,waterbuck. mammal.,waterbuck. mammal.,mammal.,waterbuck,specific,waterbuck|mammal
46316,Trichechus manatus,West Indian Manatee,Mammalia,mammal,west indian manatee,manatee,west indian manatee. mammal.,manatee. mammal.,manatee. mammal.,mammal.,manatee,broad_head,west indian manatee|manatee|mammal
43112,Sylvilagus bachmani,Brush Rabbit,Mammalia,mammal,brush rabbit,rabbit,brush rabbit. mammal.,rabbit. mammal.,rabbit. mammal.,mammal.,rabbit,broad_head,brush rabbit|rabbit|mammal
43009,Vombatus ursinus,Bare-nosed Wombat,Mammalia,mammal,bare nosed wombat,bat,bare nosed wombat. mammal.,bat. mammal.,bat. mammal.,mammal.,bat,broad_head,bare nosed wombat|bat|mammal
43102,Sylvilagus palustris,Marsh Rabbit,Mammalia,mammal,marsh rabbit,rabbit,marsh rabbit. mammal.,rabbit. mammal.,rabbit. mammal.,mammal.,rabbit,broad_head,marsh rabbit|rabbit|mammal
43411,Ateles geoffroyi,Central American Spider Monkey,Mammalia,mammal,central american spider monkey,monkey,central american spider monkey. mammal.,monkey. mammal.,monkey. mammal.,mammal.,monkey,broad_head,central american spider monkey|monkey|mammal
42199,Rangifer tarandus,Caribou,Mammalia,mammal,caribou,caribou,caribou. mammal.,caribou. mammal.,caribou. mammal.,mammal.,caribou,specific,caribou|mammal
43460,Macaca mulatta,Rhesus Macaque,Mammalia,mammal,rhesus macaque,macaque,rhesus macaque. mammal.,macaque. mammal.,macaque. mammal.,mammal.,macaque,broad_head,rhesus macaque|macaque|mammal
41963,Panthera pardus,Leopard,Mammalia,mammal,leopard,leopard,leopard. mammal.,leopard. mammal.,leopard. mammal.,mammal.,leopard,specific,leopard|mammal
46005,Sciurus variegatoides,Variegated Squirrel,Mammalia,mammal,variegated squirrel,squirrel,variegated squirrel. mammal.,squirrel. mammal.,squirrel. mammal.,mammal.,squirrel,broad_head,variegated squirrel|squirrel|mammal
41886,Crocuta crocuta,Spotted Hyena,Mammalia,mammal,spotted hyena,hyena,spotted hyena. mammal.,hyena. mammal.,hyena. mammal.,mammal.,hyena,broad_head,spotted hyena|hyena|mammal
43086,Procavia capensis,Rock Hyrax,Mammalia,mammal,rock hyrax,hyrax,rock hyrax. mammal.,hyrax. mammal.,hyrax. mammal.,mammal.,hyrax,broad_head,rock hyrax|hyrax|mammal
42414,Oreamnos americanus,Mountain Goat,Mammalia,mammal,mountain goat,goat,mountain goat. mammal.,goat. mammal.,goat. mammal.,mammal.,goat,broad_head,mountain goat|goat|mammal
179998,Urocitellus columbianus,Columbian Ground Squirrel,Mammalia,mammal,columbian ground squirrel,ground squirrel,columbian ground squirrel. mammal.,ground squirrel. mammal.,ground squirrel. mammal.,mammal.,ground squirrel,broad_head,columbian ground squirrel|ground squirrel|mammal
123070,Capra hircus,Domestic Goat,Mammalia,mammal,domestic goat,goat,domestic goat. mammal.,goat. mammal.,goat. mammal.,mammal.,goat,broad_head,domestic goat|goat|mammal
41738,Zalophus wollebaeki,Galápagos Sea Lion,Mammalia,mammal,galapagos sea lion,sea lion,galapagos sea lion. mammal.,sea lion. mammal.,sea lion. mammal.,mammal.,sea lion,broad_head,galapagos sea lion|sea lion|mammal
41676,Bassariscus astutus,Ringtail,Mammalia,mammal,ringtail,ringtail,ringtail. mammal.,ringtail. mammal.,ringtail. mammal.,mammal.,ringtail,specific,ringtail|mammal
40509,Eptesicus fuscus,Big Brown Bat,Mammalia,mammal,big brown bat,bat,big brown bat. mammal.,bat. mammal.,bat. mammal.,mammal.,bat,broad_head,big brown bat|bat|mammal
41755,Eumetopias jubatus,Steller Sea Lion,Mammalia,mammal,steller sea lion,sea lion,steller sea lion. mammal.,sea lion. mammal.,sea lion. mammal.,mammal.,sea lion,broad_head,steller sea lion|sea lion|mammal
42357,Capra ibex,Alpine Ibex,Mammalia,mammal,alpine ibex,ibex,alpine ibex. mammal.,ibex. mammal.,ibex. mammal.,mammal.,ibex,broad_head,alpine ibex|ibex|mammal
46255,Ammospermophilus leucurus,White-tailed Antelope Squirrel,Mammalia,mammal,white tailed antelope squirrel,squirrel,white tailed antelope squirrel. mammal.,squirrel. mammal.,squirrel. mammal.,mammal.,squirrel,broad_head,white tailed antelope squirrel|squirrel|mammal
47101,Choloepus hoffmanni,Hoffmann's Two-toed Sloth,Mammalia,mammal,two toed sloth,sloth,two toed sloth. mammal.,sloth. mammal.,sloth. mammal.,mammal.,sloth,broad_head,two toed sloth|sloth|mammal
1431867,Tragelaphus sylvaticus,Southern Bushbuck,Mammalia,mammal,southern bushbuck,bushbuck,southern bushbuck. mammal.,bushbuck. mammal.,bushbuck. mammal.,mammal.,bushbuck,broad_head,southern bushbuck|bushbuck|mammal
1210966,Lupulella mesomelas,Black-backed Jackal,Mammalia,mammal,black backed jackal,jackal,black backed jackal. mammal.,jackal. mammal.,jackal. mammal.,mammal.,jackal,broad_head,black backed jackal|jackal|mammal
41742,Arctocephalus pusillus,Brown Fur Seal,Mammalia,mammal,brown fur seal,seal,brown fur seal. mammal.,seal. mammal.,seal. mammal.,mammal.,seal,broad_head,brown fur seal|seal|mammal
43145,Lepus townsendii,White-tailed Jackrabbit,Mammalia,mammal,white tailed jackrabbit,rabbit,white tailed jackrabbit. mammal.,rabbit. mammal.,rabbit. mammal.,mammal.,rabbit,broad_head,white tailed jackrabbit|rabbit|mammal
43697,Elephas maximus,Asian Elephant,Mammalia,mammal,asian elephant,elephant,asian elephant. mammal.,elephant. mammal.,elephant. mammal.,mammal.,elephant,broad_head,asian elephant|elephant|mammal
